sigma,sign,type,m,src,isValidation,id,graphtype,answer,error,unsignedError,index
0.05,1,line,0.4,data/Exp2/line/line/S0.05m0.4.png,,38,line,0.43,-0.03,0.03,54
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,38,area,0.74,0.06,0.06,55
0.1,-1,quad,0.2,data/Exp2/quad/scatter/S0.1m-0.2.png,,38,scatter,-0.27,0.07,0.07,56
0.2,1,quad,0.8,data/Exp2/quad/area/S0.2m0.8.png,,38,area,0.79,0.01,0.01,57
0.05,1,quad,0.1,data/Exp2/quad/scatter/S0.05m0.1.png,,38,scatter,0.12,-0.02,0.02,58
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,38,scatter,0.45,-0.05,0.05,59
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,38,area,0.13,-0.03,0.03,60
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,38,scatter,-0.28,0.08,0.08,61
0.15,-1,quad,0.1,data/Exp2/quad/line/S0.15m-0.1.png,,38,line,-0.17,0.07,0.07,62
0.2,-1,line,0.8,data/Exp2/line/line/S0.2m-0.8.png,,38,line,-1,0.2,0.2,63
0.2,-1,quad,0.4,data/Exp2/quad/line/S0.2m-0.4.png,,38,line,-0.36,-0.04,0.04,64
0.2,-1,line,0.4,data/Exp2/line/scatter/S0.2m-0.4.png,,38,scatter,-0.55,0.15,0.15,65
0.15,-1,line,0.8,data/Exp2/line/line/S0.15m-0.8.png,,38,line,-0.93,0.13,0.13,66
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,38,scatter,-0.64,0.24,0.24,67
0.2,-1,quad,0.1,data/Exp2/quad/line/S0.2m-0.1.png,,38,line,-0.21,0.11,0.11,68
0.2,-1,trig,0.2,data/Exp2/trig/scatter/S0.2m-0.2.png,,38,scatter,-0.42,0.22,0.22,69
0.15,-1,line,0.8,data/Exp2/line/area/S0.15m-0.8.png,,38,area,-0.83,0.03,0.03,70
0.05,-1,trig,0.1,data/Exp2/trig/scatter/S0.05m-0.1.png,,38,scatter,-0.13,0.03,0.03,71
0.2,1,line,0.4,data/Exp2/line/area/S0.2m0.4.png,,38,area,0.54,-0.14,0.14,72
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,38,line,-0.81,0.01,0.01,73
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,38,area,-0.43,0.03,0.03,74
0.15,1,trig,0.2,data/Exp2/trig/scatter/S0.15m0.2.png,,38,scatter,0.36,-0.16,0.16,76
0.15,1,line,0.2,data/Exp2/line/area/S0.15m0.2.png,,38,area,0.33,-0.13,0.13,77
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,38,area,-0.41,0.01,0.01,78
0.1,1,quad,0.2,data/Exp2/quad/area/S0.1m0.2.png,,38,area,0.29,-0.09,0.09,79
0.15,1,line,0.4,data/Exp2/line/area/S0.15m0.4.png,,38,area,0.48,-0.08,0.08,80
0.15,-1,trig,0.1,data/Exp2/trig/scatter/S0.15m-0.1.png,,38,scatter,-0.13,0.03,0.03,81
0.1,-1,quad,0.2,data/Exp2/quad/line/S0.1m-0.2.png,,38,line,-0.25,0.05,0.05,82
0.05,1,quad,0.1,data/Exp2/quad/line/S0.05m0.1.png,,38,line,0.14,-0.04,0.04,83
0.2,1,trig,0.2,data/Exp2/trig/scatter/S0.2m0.2.png,,38,scatter,0.24,-0.04,0.04,84
0.2,-1,quad,0.8,data/Exp2/quad/scatter/S0.2m-0.8.png,,38,scatter,-0.87,0.07,0.07,86
0.1,1,quad,0.2,data/Exp2/quad/line/S0.1m0.2.png,,38,line,0.23,-0.03,0.03,87
0.1,-1,line,0.4,data/Exp2/line/line/S0.1m-0.4.png,,38,line,-0.47,0.07,0.07,89
0.15,1,line,0.2,data/Exp2/line/line/S0.15m0.2.png,,38,line,0.36,-0.16,0.16,90
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,38,area,-0.82,0.02,0.02,91
0.05,-1,line,0.2,data/Exp2/line/scatter/S0.05m-0.2.png,,38,scatter,-0.21,0.01,0.01,92
0.15,-1,line,0.4,data/Exp2/line/line/S0.15m-0.4.png,,38,line,-0.56,0.16,0.16,93
0.05,-1,trig,0.8,data/Exp2/trig/area/S0.05m-0.8.png,,38,area,-0.85,0.05,0.05,94
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,38,line,0.83,-0.03,0.03,95
0.1,-1,line,0.4,data/Exp2/line/scatter/S0.1m-0.4.png,,38,scatter,-0.51,0.11,0.11,96
0.2,-1,trig,0.8,data/Exp2/trig/area/S0.2m-0.8.png,,38,area,-0.86,0.06,0.06,97
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,38,scatter,0.24,-0.04,0.04,98
0.2,-1,quad,0.2,data/Exp2/quad/area/S0.2m-0.2.png,,38,area,-0.4,0.2,0.2,99
0.2,1,trig,0.1,data/Exp2/trig/line/S0.2m0.1.png,,39,line,0.6,-0.5,0.5,0
0.2,1,line,0.4,data/Exp2/line/area/S0.2m0.4.png,,39,area,0.12,0.28,0.28,1
0.15,1,line,0.1,data/Exp2/line/scatter/S0.15m0.1.png,,39,scatter,-0.08,0.18,0.18,2
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,39,line,0.19,0.01,0.01,3
0.1,1,line,0.4,data/Exp2/line/area/S0.1m0.4.png,,39,area,0.38,0.02,0.02,4
0.05,-1,line,0.8,data/Exp2/line/line/S0.05m-0.8.png,,39,line,-0.82,0.02,0.02,5
0.1,1,line,0.1,data/Exp2/line/area/S0.1m0.1.png,,39,area,0.05,0.05,0.05,6
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,39,line,-0.08,-0.02,0.02,7
0.15,-1,quad,0.8,data/Exp2/quad/line/S0.15m-0.8.png,,39,line,-0.82,0.02,0.02,8
0.05,-1,trig,0.2,data/Exp2/trig/scatter/S0.05m-0.2.png,,39,scatter,-0.19,-0.01,0.01,9
0.2,1,line,0.2,data/Exp2/line/scatter/S0.2m0.2.png,,39,scatter,0.13,0.07,0.07,10
0.2,1,line,0.8,data/Exp2/line/line/S0.2m0.8.png,,39,line,1,-0.2,0.2,11
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,39,line,0.87,-0.07,0.07,12
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,39,line,-0.28,0.08,0.08,13
0.1,1,quad,0.8,data/Exp2/quad/scatter/S0.1m0.8.png,,39,scatter,0.81,-0.01,0.01,14
0.05,1,quad,0.1,data/Exp2/quad/scatter/S0.05m0.1.png,,39,scatter,0.1,0,0,15
0.05,-1,quad,0.2,data/Exp2/quad/line/S0.05m-0.2.png,,39,line,-0.19,-0.01,0.01,16
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,39,scatter,-0.48,0.28,0.28,17
0.15,-1,quad,0.1,data/Exp2/quad/line/S0.15m-0.1.png,,39,line,-0.07,-0.03,0.03,18
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,39,line,0.33,-0.13,0.13,19
0.05,-1,line,0.1,data/Exp2/line/scatter/S0.05m-0.1.png,,39,scatter,-0.12,0.02,0.02,20
0.15,1,trig,0.2,data/Exp2/trig/line/S0.15m0.2.png,,39,line,0.42,-0.22,0.22,21
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,39,scatter,-0.17,0.27,0.27,22
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,39,area,-0.46,0.06,0.06,23
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,39,scatter,-0.21,0.01,0.01,24
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,39,line,0.84,-0.04,0.04,25
0.05,-1,trig,0.8,data/Exp2/trig/scatter/S0.05m-0.8.png,,39,scatter,-0.78,-0.02,0.02,26
0.15,-1,trig,0.4,data/Exp2/trig/area/S0.15m-0.4.png,,39,area,-0.6,0.2,0.2,27
0.15,-1,line,0.8,data/Exp2/line/scatter/S0.15m-0.8.png,,39,scatter,-1,0.2,0.2,28
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,39,area,-0.17,-0.23,0.23,29
0.2,1,trig,0.8,data/Exp2/trig/area/S0.2m0.8.png,,39,area,0.85,-0.05,0.05,30
0.1,1,trig,0.1,data/Exp2/trig/line/S0.1m0.1.png,,39,line,0.15,-0.05,0.05,31
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,39,scatter,0.35,-0.15,0.15,32
0.1,-1,quad,0.2,data/Exp2/quad/scatter/S0.1m-0.2.png,,39,scatter,-0.22,0.02,0.02,33
0.15,1,trig,0.2,data/Exp2/trig/area/S0.15m0.2.png,,39,area,0.42,-0.22,0.22,34
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,39,scatter,0.51,-0.11,0.11,35
0.1,1,quad,0.1,data/Exp2/quad/scatter/S0.1m0.1.png,,39,scatter,0.07,0.03,0.03,36
0.15,1,line,0.4,data/Exp2/line/area/S0.15m0.4.png,,39,area,0.48,-0.08,0.08,37
0.1,-1,line,0.8,data/Exp2/line/area/S0.1m-0.8.png,,39,area,-0.93,0.13,0.13,38
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,39,scatter,-0.8,0,0,39
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,39,area,-0.92,0.12,0.12,40
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,39,area,-0.71,-0.09,0.09,41
0.15,-1,line,0.2,data/Exp2/line/area/S0.15m-0.2.png,,39,area,-0.15,-0.05,0.05,42
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,39,area,0.3,-0.1,0.1,43
0.05,1,line,0.2,data/Exp2/line/scatter/S0.05m0.2.png,,39,scatter,0.19,0.01,0.01,45
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,39,scatter,0.43,-0.03,0.03,46
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,39,scatter,-0.28,0.18,0.18,47
0.15,-1,trig,0.1,data/Exp2/trig/area/S0.15m-0.1.png,,39,area,-0.11,0.01,0.01,48
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,39,area,-0.21,0.01,0.01,49
0.05,-1,quad,0.4,data/Exp2/quad/scatter/S0.05m-0.4.png,,39,scatter,-0.42,0.02,0.02,50
0.1,-1,quad,0.4,data/Exp2/quad/line/S0.1m-0.4.png,,39,line,-0.38,-0.02,0.02,52
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,39,area,-0.11,-0.09,0.09,51
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,39,line,0.84,-0.04,0.04,53
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,39,scatter,0.26,-0.06,0.06,54
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,39,area,0.19,-0.09,0.09,56
0.05,1,quad,0.8,data/Exp2/quad/area/S0.05m0.8.png,,39,area,0.87,-0.07,0.07,55
0.1,-1,quad,0.1,data/Exp2/quad/line/S0.1m-0.1.png,,39,line,-0.14,0.04,0.04,58
0.2,-1,quad,0.8,data/Exp2/quad/scatter/S0.2m-0.8.png,,39,scatter,-0.76,-0.04,0.04,57
0.15,1,trig,0.1,data/Exp2/trig/line/S0.15m0.1.png,,39,line,0.19,-0.09,0.09,59
0.2,-1,trig,0.1,data/Exp2/trig/line/S0.2m-0.1.png,,39,line,-0.14,0.04,0.04,60
0.1,1,quad,0.2,data/Exp2/quad/area/S0.1m0.2.png,,39,area,0.24,-0.04,0.04,61
0.2,-1,quad,0.8,data/Exp2/quad/line/S0.2m-0.8.png,,39,line,-0.84,0.04,0.04,63
0.15,-1,trig,0.2,data/Exp2/trig/line/S0.15m-0.2.png,,39,line,-0.17,-0.03,0.03,64
0.05,1,line,0.4,data/Exp2/line/area/S0.05m0.4.png,,39,area,0.46,-0.06,0.06,65
0.05,1,trig,0.8,data/Exp2/trig/scatter/S0.05m0.8.png,,39,scatter,0.83,-0.03,0.03,66
0.15,1,trig,0.1,data/Exp2/trig/area/S0.15m0.1.png,,39,area,0.13,-0.03,0.03,68
0.2,1,line,0.4,data/Exp2/line/scatter/S0.2m0.4.png,,39,scatter,0.69,-0.29,0.29,69
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,39,line,0.22,-0.02,0.02,70
0.1,-1,line,0.1,data/Exp2/line/area/S0.1m-0.1.png,,39,area,-0.12,0.02,0.02,71
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,39,line,-0.48,0.08,0.08,72
0.05,-1,trig,0.8,data/Exp2/trig/area/S0.05m-0.8.png,,39,area,-0.78,-0.02,0.02,73
0.15,1,quad,0.8,data/Exp2/quad/scatter/S0.15m0.8.png,,39,scatter,1,-0.2,0.2,74
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,39,line,-0.46,0.06,0.06,75
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,39,scatter,-0.53,0.13,0.13,76
0.2,-1,line,0.2,data/Exp2/line/area/S0.2m-0.2.png,,39,area,-0.21,0.01,0.01,78
0.15,-1,line,0.4,data/Exp2/line/line/S0.15m-0.4.png,,39,line,-0.48,0.08,0.08,79
0.1,-1,line,0.8,data/Exp2/line/line/S0.1m-0.8.png,,39,line,-0.84,0.04,0.04,80
0.2,1,trig,0.8,data/Exp2/trig/scatter/S0.2m0.8.png,,39,scatter,1,-0.2,0.2,81
0.15,-1,trig,0.4,data/Exp2/trig/scatter/S0.15m-0.4.png,,39,scatter,-0.48,0.08,0.08,82
0.2,-1,quad,0.1,data/Exp2/quad/area/S0.2m-0.1.png,,39,area,-0.19,0.09,0.09,83
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,39,scatter,-0.42,0.02,0.02,84
0.15,1,line,0.4,data/Exp2/line/scatter/S0.15m0.4.png,,39,scatter,0.51,-0.11,0.11,85
0.15,-1,quad,0.1,data/Exp2/quad/scatter/S0.15m-0.1.png,,39,scatter,-0.13,0.03,0.03,86
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,39,scatter,-0.17,0.07,0.07,87
0.05,-1,trig,0.4,data/Exp2/trig/area/S0.05m-0.4.png,,39,area,-0.45,0.05,0.05,88
0.15,1,trig,0.8,data/Exp2/trig/area/S0.15m0.8.png,,39,area,1,-0.2,0.2,89
0.15,1,quad,0.4,data/Exp2/quad/line/S0.15m0.4.png,,39,line,0.39,0.01,0.01,90
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,39,area,-0.1,0,0,91
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,39,line,-0.27,0.07,0.07,92
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,39,area,0.3,-0.1,0.1,93
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,39,line,0.46,-0.06,0.06,94
0.2,1,line,0.4,data/Exp2/line/line/S0.2m0.4.png,,39,line,0.57,-0.17,0.17,95
0.05,1,quad,0.1,data/Exp2/quad/line/S0.05m0.1.png,,39,line,0.15,-0.05,0.05,96
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,39,line,0.44,-0.04,0.04,97
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,39,area,0.15,-0.05,0.05,98
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,39,area,0.8,0,0,99
0.15,-1,trig,0.1,data/Exp2/trig/area/S0.15m-0.1.png,,40,area,-0.21,0.11,0.11,0
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,40,area,0.29,-0.09,0.09,1
0.1,-1,trig,0.2,data/Exp2/trig/line/S0.1m-0.2.png,,40,line,-0.26,0.06,0.06,2
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,40,scatter,-0.62,0.22,0.22,3
0.15,1,line,0.8,data/Exp2/line/scatter/S0.15m0.8.png,,40,scatter,0.93,-0.13,0.13,4
0.2,1,line,0.1,data/Exp2/line/scatter/S0.2m0.1.png,,40,scatter,0.33,-0.23,0.23,5
0.1,1,trig,0.2,data/Exp2/trig/area/S0.1m0.2.png,,40,area,0.24,-0.04,0.04,6
0.15,1,trig,0.1,data/Exp2/trig/line/S0.15m0.1.png,,40,line,0.07,0.03,0.03,7
0.15,-1,quad,0.8,data/Exp2/quad/scatter/S0.15m-0.8.png,,40,scatter,-0.98,0.18,0.18,8
0.05,1,line,0.2,data/Exp2/line/scatter/S0.05m0.2.png,,40,scatter,0.21,-0.01,0.01,9
0.15,1,trig,0.1,data/Exp2/trig/scatter/S0.15m0.1.png,,40,scatter,0.09,0.01,0.01,10
0.1,1,quad,0.1,data/Exp2/quad/scatter/S0.1m0.1.png,,40,scatter,0.16,-0.06,0.06,11
0.15,-1,line,0.2,data/Exp2/line/scatter/S0.15m-0.2.png,,40,scatter,-0.17,-0.03,0.03,14
0.05,1,quad,0.8,data/Exp2/quad/line/S0.05m0.8.png,,40,line,0.81,-0.01,0.01,15
0.05,1,trig,0.4,data/Exp2/trig/area/S0.05m0.4.png,,40,area,0.43,-0.03,0.03,16
0.15,-1,trig,0.8,data/Exp2/trig/line/S0.15m-0.8.png,,40,line,-0.9,0.1,0.1,17
0.05,1,quad,0.1,data/Exp2/quad/scatter/S0.05m0.1.png,,40,scatter,0.13,-0.03,0.03,18
0.15,-1,quad,0.2,data/Exp2/quad/line/S0.15m-0.2.png,,40,line,-0.17,-0.03,0.03,20
0.2,1,quad,0.2,data/Exp2/quad/scatter/S0.2m0.2.png,,40,scatter,0.58,-0.38,0.38,21
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,40,scatter,-0.12,0.02,0.02,22
0.2,-1,trig,0.4,data/Exp2/trig/area/S0.2m-0.4.png,,40,area,-0.36,-0.04,0.04,23
0.2,1,line,0.1,data/Exp2/line/line/S0.2m0.1.png,,40,line,0.35,-0.25,0.25,24
0.05,-1,line,0.8,data/Exp2/line/scatter/S0.05m-0.8.png,,40,scatter,-0.81,0.01,0.01,25
0.05,1,trig,0.4,data/Exp2/trig/scatter/S0.05m0.4.png,,40,scatter,0.44,-0.04,0.04,26
0.1,-1,line,0.1,data/Exp2/line/area/S0.1m-0.1.png,,40,area,-0.13,0.03,0.03,27
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,40,line,0.78,0.02,0.02,28
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,40,scatter,0.84,-0.04,0.04,29
0.15,1,quad,0.2,data/Exp2/quad/area/S0.15m0.2.png,,40,area,0.26,-0.06,0.06,30
0.05,1,quad,0.2,data/Exp2/quad/line/S0.05m0.2.png,,40,line,0.21,-0.01,0.01,31
0.15,-1,line,0.8,data/Exp2/line/area/S0.15m-0.8.png,,40,area,-0.79,-0.01,0.01,32
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,40,area,0.31,-0.21,0.21,33
0.05,-1,quad,0.4,data/Exp2/quad/area/S0.05m-0.4.png,,40,area,-0.42,0.02,0.02,34
0.1,1,line,0.2,data/Exp2/line/scatter/S0.1m0.2.png,,40,scatter,0.21,-0.01,0.01,35
0.15,-1,line,0.2,data/Exp2/line/area/S0.15m-0.2.png,,40,area,-0.21,0.01,0.01,36
0.2,-1,quad,0.1,data/Exp2/quad/line/S0.2m-0.1.png,,40,line,-0.17,0.07,0.07,37
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,40,area,0.11,-0.01,0.01,38
0.15,1,trig,0.4,data/Exp2/trig/area/S0.15m0.4.png,,40,area,0.39,0.01,0.01,39
0.2,-1,line,0.8,data/Exp2/line/area/S0.2m-0.8.png,,40,area,-0.78,-0.02,0.02,40
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,40,line,-0.79,-0.01,0.01,41
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,40,area,0.18,0.02,0.02,42
0.15,1,trig,0.8,data/Exp2/trig/area/S0.15m0.8.png,,40,area,0.77,0.03,0.03,43
0.15,-1,quad,0.1,data/Exp2/quad/line/S0.15m-0.1.png,,40,line,-0.12,0.02,0.02,44
0.15,1,trig,0.4,data/Exp2/trig/scatter/S0.15m0.4.png,,40,scatter,0.47,-0.07,0.07,45
0.2,1,quad,0.4,data/Exp2/quad/line/S0.2m0.4.png,,40,line,0.57,-0.17,0.17,46
0.05,-1,trig,0.8,data/Exp2/trig/area/S0.05m-0.8.png,,40,area,-0.77,-0.03,0.03,48
0.2,1,trig,0.4,data/Exp2/trig/scatter/S0.2m0.4.png,,40,scatter,0.65,-0.25,0.25,49
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,40,line,-0.84,0.04,0.04,50
0.05,-1,line,0.2,data/Exp2/line/scatter/S0.05m-0.2.png,,40,scatter,-0.21,0.01,0.01,51
0.2,-1,line,0.2,data/Exp2/line/area/S0.2m-0.2.png,,40,area,-0.3,0.1,0.1,52
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,40,line,0.81,-0.01,0.01,53
0.1,1,quad,0.2,data/Exp2/quad/line/S0.1m0.2.png,,40,line,0.19,0.01,0.01,54
0.2,-1,trig,0.8,data/Exp2/trig/scatter/S0.2m-0.8.png,,40,scatter,-0.93,0.13,0.13,55
0.2,1,quad,0.2,data/Exp2/quad/line/S0.2m0.2.png,,40,line,0.1,0.1,0.1,56
0.2,-1,quad,0.2,data/Exp2/quad/line/S0.2m-0.2.png,,40,line,-0.33,0.13,0.13,57
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,40,line,-0.39,-0.01,0.01,58
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,40,area,0.43,-0.03,0.03,59
0.05,1,line,0.4,data/Exp2/line/line/S0.05m0.4.png,,40,line,0.4,0,0,60
0.15,-1,quad,0.4,data/Exp2/quad/scatter/S0.15m-0.4.png,,40,scatter,-0.57,0.17,0.17,61
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,40,area,-0.23,0.03,0.03,62
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,40,line,-0.19,-0.01,0.01,63
0.05,1,line,0.1,data/Exp2/line/line/S0.05m0.1.png,,40,line,0.13,-0.03,0.03,64
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,40,line,-0.11,0.01,0.01,65
0.2,1,line,0.8,data/Exp2/line/area/S0.2m0.8.png,,40,area,0.84,-0.04,0.04,66
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,40,area,-0.71,-0.09,0.09,67
0.1,1,trig,0.4,data/Exp2/trig/line/S0.1m0.4.png,,40,line,0.43,-0.03,0.03,68
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,40,area,0.74,0.06,0.06,69
0.15,1,trig,0.4,data/Exp2/trig/line/S0.15m0.4.png,,40,line,0.38,0.02,0.02,70
0.05,1,line,0.8,data/Exp2/line/area/S0.05m0.8.png,,40,area,0.81,-0.01,0.01,71
0.15,1,line,0.8,data/Exp2/line/line/S0.15m0.8.png,,40,line,0.84,-0.04,0.04,72
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,40,area,0.15,-0.05,0.05,73
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,40,area,0.52,-0.12,0.12,74
0.1,-1,trig,0.2,data/Exp2/trig/scatter/S0.1m-0.2.png,,40,scatter,-0.24,0.04,0.04,75
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,40,scatter,0.4,0,0,76
0.15,-1,quad,0.4,data/Exp2/quad/line/S0.15m-0.4.png,,40,line,-0.46,0.06,0.06,77
0.2,1,quad,0.8,data/Exp2/quad/scatter/S0.2m0.8.png,,40,scatter,0.79,0.01,0.01,78
0.1,1,line,0.1,data/Exp2/line/line/S0.1m0.1.png,,40,line,0.09,0.01,0.01,79
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,40,scatter,-0.37,0.17,0.17,80
0.2,-1,quad,0.1,data/Exp2/quad/scatter/S0.2m-0.1.png,,40,scatter,-0.13,0.03,0.03,81
0.2,-1,trig,0.4,data/Exp2/trig/line/S0.2m-0.4.png,,40,line,-0.29,-0.11,0.11,82
0.15,-1,line,0.1,data/Exp2/line/scatter/S0.15m-0.1.png,,40,scatter,-0.21,0.11,0.11,83
0.1,-1,trig,0.4,data/Exp2/trig/scatter/S0.1m-0.4.png,,40,scatter,-0.43,0.03,0.03,84
0.05,1,line,0.8,data/Exp2/line/scatter/S0.05m0.8.png,,40,scatter,0.81,-0.01,0.01,85
0.15,1,quad,0.2,data/Exp2/quad/scatter/S0.15m0.2.png,,40,scatter,0.26,-0.06,0.06,86
0.1,-1,quad,0.1,data/Exp2/quad/scatter/S0.1m-0.1.png,,40,scatter,-0.19,0.09,0.09,87
0.1,1,line,0.1,data/Exp2/line/area/S0.1m0.1.png,,40,area,0.1,0,0,88
0.1,-1,trig,0.1,data/Exp2/trig/line/S0.1m-0.1.png,,40,line,-0.13,0.03,0.03,89
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,40,area,-0.12,0.02,0.02,90
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,40,line,-0.41,0.01,0.01,91
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,40,area,-0.18,-0.02,0.02,92
0.15,1,quad,0.2,data/Exp2/quad/line/S0.15m0.2.png,,40,line,0.24,-0.04,0.04,93
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,40,scatter,-0.45,0.05,0.05,94
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,40,scatter,-0.82,0.02,0.02,95
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,40,area,-0.45,0.05,0.05,96
0.2,-1,trig,0.1,data/Exp2/trig/area/S0.2m-0.1.png,,40,area,-0.15,0.05,0.05,97
0.05,-1,quad,0.8,data/Exp2/quad/line/S0.05m-0.8.png,,40,line,-0.83,0.03,0.03,98
0.1,-1,line,0.4,data/Exp2/line/area/S0.1m-0.4.png,,40,area,-0.38,-0.02,0.02,99
0.1,-1,line,0.8,data/Exp2/line/line/S0.1m-0.8.png,,41,line,-0.82,0.02,0.02,0
0.15,-1,line,0.1,data/Exp2/line/area/S0.15m-0.1.png,,41,area,-0.09,-0.01,0.01,1
0.15,1,line,0.2,data/Exp2/line/area/S0.15m0.2.png,,41,area,0.36,-0.16,0.16,2
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,41,scatter,0.85,-0.05,0.05,3
0.1,1,line,0.4,data/Exp2/line/line/S0.1m0.4.png,,41,line,0.52,-0.12,0.12,4
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,41,scatter,-0.53,0.13,0.13,5
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,41,line,0.38,-0.18,0.18,6
