sigma,sign,type,m,src,isValidation,id,graphtype,answer,error,unsignedError,index
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,41,area,-0.29,0.09,0.09,7
0.2,-1,line,0.8,data/Exp2/line/area/S0.2m-0.8.png,,41,area,-0.77,-0.03,0.03,8
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,41,scatter,-0.11,0.01,0.01,9
0.2,1,line,0.2,data/Exp2/line/scatter/S0.2m0.2.png,,41,scatter,-0.06,0.26,0.26,10
0.15,1,trig,0.8,data/Exp2/trig/scatter/S0.15m0.8.png,,41,scatter,1,-0.2,0.2,11
0.2,1,trig,0.1,data/Exp2/trig/line/S0.2m0.1.png,,41,line,0.36,-0.26,0.26,12
0.15,-1,line,0.2,data/Exp2/line/line/S0.15m-0.2.png,,41,line,-0.2,0,0,13
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,41,area,-0.76,-0.04,0.04,14
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,41,line,-0.2,0.1,0.1,15
0.05,1,quad,0.1,data/Exp2/quad/line/S0.05m0.1.png,,41,line,0.11,-0.01,0.01,16
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,41,area,-0.36,0.16,0.16,17
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,41,area,0.21,-0.01,0.01,18
0.15,-1,line,0.8,data/Exp2/line/scatter/S0.15m-0.8.png,,41,scatter,-0.97,0.17,0.17,19
0.15,1,trig,0.8,data/Exp2/trig/line/S0.15m0.8.png,,41,line,1,-0.2,0.2,20
0.1,-1,trig,0.4,data/Exp2/trig/scatter/S0.1m-0.4.png,,41,scatter,-0.47,0.07,0.07,21
0.1,1,trig,0.2,data/Exp2/trig/scatter/S0.1m0.2.png,,41,scatter,0.22,-0.02,0.02,22
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,41,line,-0.23,0.03,0.03,23
0.1,1,trig,0.1,data/Exp2/trig/area/S0.1m0.1.png,,41,area,0.11,-0.01,0.01,24
0.2,1,quad,0.4,data/Exp2/quad/line/S0.2m0.4.png,,41,line,0.46,-0.06,0.06,25
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,41,line,0.16,0.04,0.04,26
0.15,-1,quad,0.4,data/Exp2/quad/area/S0.15m-0.4.png,,41,area,-0.6,0.2,0.2,27
0.1,1,quad,0.1,data/Exp2/quad/line/S0.1m0.1.png,,41,line,0.11,-0.01,0.01,28
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,41,line,-0.91,0.11,0.11,29
0.2,-1,quad,0.4,data/Exp2/quad/line/S0.2m-0.4.png,,41,line,0.16,-0.56,0.56,30
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,41,scatter,-0.84,0.44,0.44,31
0.05,1,quad,0.1,data/Exp2/quad/area/S0.05m0.1.png,,41,area,0.08,0.02,0.02,32
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,41,scatter,-0.15,-0.05,0.05,33
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,41,line,-0.38,-0.02,0.02,35
0.15,1,trig,0.1,data/Exp2/trig/scatter/S0.15m0.1.png,,41,scatter,0.13,-0.03,0.03,36
0.1,1,line,0.4,data/Exp2/line/area/S0.1m0.4.png,,41,area,0.47,-0.07,0.07,37
0.1,-1,trig,0.1,data/Exp2/trig/area/S0.1m-0.1.png,,41,area,-0.16,0.06,0.06,38
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,41,scatter,0.52,-0.12,0.12,39
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,41,area,-0.2,0,0,40
0.15,-1,trig,0.2,data/Exp2/trig/area/S0.15m-0.2.png,,41,area,-0.29,0.09,0.09,41
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,41,line,-0.38,0.18,0.18,42
0.2,-1,quad,0.2,data/Exp2/quad/scatter/S0.2m-0.2.png,,41,scatter,-0.38,0.18,0.18,43
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,41,area,0.79,0.01,0.01,45
0.1,1,trig,0.2,data/Exp2/trig/area/S0.1m0.2.png,,41,area,0.15,0.05,0.05,46
0.15,-1,line,0.8,data/Exp2/line/area/S0.15m-0.8.png,,41,area,-0.84,0.04,0.04,47
0.05,1,trig,0.4,data/Exp2/trig/area/S0.05m0.4.png,,41,area,0.38,0.02,0.02,48
0.05,1,quad,0.8,data/Exp2/quad/area/S0.05m0.8.png,,41,area,1,-0.2,0.2,49
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,41,area,0.1,0.1,0.1,50
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,41,area,-0.18,0.08,0.08,51
0.15,-1,line,0.1,data/Exp2/line/scatter/S0.15m-0.1.png,,41,scatter,-0.09,-0.01,0.01,52
0.05,1,line,0.1,data/Exp2/line/scatter/S0.05m0.1.png,,41,scatter,0.12,-0.02,0.02,53
0.05,1,trig,0.4,data/Exp2/trig/line/S0.05m0.4.png,,41,line,0.4,0,0,54
0.2,-1,trig,0.8,data/Exp2/trig/scatter/S0.2m-0.8.png,,41,scatter,-1,0.2,0.2,55
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,41,area,0.36,-0.26,0.26,56
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,41,area,0.37,0.03,0.03,58
0.2,-1,line,0.4,data/Exp2/line/area/S0.2m-0.4.png,,41,area,-0.56,0.16,0.16,59
0.1,-1,trig,0.1,data/Exp2/trig/line/S0.1m-0.1.png,,41,line,-0.29,0.19,0.19,61
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,41,line,0.84,-0.04,0.04,60
0.2,-1,quad,0.1,data/Exp2/quad/scatter/S0.2m-0.1.png,,41,scatter,-0.2,0.1,0.1,62
0.15,-1,line,0.4,data/Exp2/line/line/S0.15m-0.4.png,,41,line,-0.49,0.09,0.09,63
0.2,1,quad,0.8,data/Exp2/quad/area/S0.2m0.8.png,,41,area,0.76,0.04,0.04,64
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,41,line,0.72,0.08,0.08,65
0.05,-1,quad,0.8,data/Exp2/quad/scatter/S0.05m-0.8.png,,41,scatter,-0.78,-0.02,0.02,66
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,41,scatter,0.41,-0.01,0.01,67
0.15,1,line,0.4,data/Exp2/line/scatter/S0.15m0.4.png,,41,scatter,0.36,0.04,0.04,68
0.1,1,quad,0.8,data/Exp2/quad/scatter/S0.1m0.8.png,,41,scatter,0.8,0,0,69
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,41,scatter,0.13,0.07,0.07,70
0.2,-1,quad,0.1,data/Exp2/quad/area/S0.2m-0.1.png,,41,area,-0.37,0.27,0.27,71
0.15,-1,trig,0.8,data/Exp2/trig/line/S0.15m-0.8.png,,41,line,-0.85,0.05,0.05,72
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,41,scatter,-0.05,-0.05,0.05,73
0.15,1,line,0.2,data/Exp2/line/line/S0.15m0.2.png,,41,line,0.25,-0.05,0.05,74
0.05,-1,quad,0.2,data/Exp2/quad/line/S0.05m-0.2.png,,41,line,-0.22,0.02,0.02,75
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,41,scatter,-0.83,0.03,0.03,76
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,41,scatter,-0.34,0.14,0.14,77
0.2,1,quad,0.4,data/Exp2/quad/area/S0.2m0.4.png,,41,area,0.25,0.15,0.15,78
0.2,1,line,0.8,data/Exp2/line/scatter/S0.2m0.8.png,,41,scatter,0.97,-0.17,0.17,79
0.15,-1,trig,0.1,data/Exp2/trig/line/S0.15m-0.1.png,,41,line,-0.15,0.05,0.05,80
0.2,1,line,0.1,data/Exp2/line/scatter/S0.2m0.1.png,,41,scatter,-0.15,0.25,0.25,81
0.2,1,trig,0.8,data/Exp2/trig/line/S0.2m0.8.png,,41,line,0.81,-0.01,0.01,82
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,41,line,-0.37,-0.03,0.03,83
0.15,1,line,0.8,data/Exp2/line/area/S0.15m0.8.png,,41,area,1,-0.2,0.2,84
0.2,-1,quad,0.1,data/Exp2/quad/line/S0.2m-0.1.png,,41,line,-0.15,0.05,0.05,85
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,41,area,-0.37,-0.03,0.03,86
0.1,1,trig,0.1,data/Exp2/trig/scatter/S0.1m0.1.png,,41,scatter,0.15,-0.05,0.05,87
0.1,-1,line,0.4,data/Exp2/line/area/S0.1m-0.4.png,,41,area,-0.33,-0.07,0.07,88
0.15,1,trig,0.1,data/Exp2/trig/line/S0.15m0.1.png,,41,line,0.16,-0.06,0.06,89
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,41,scatter,-0.44,0.04,0.04,90
0.1,-1,quad,0.8,data/Exp2/quad/area/S0.1m-0.8.png,,41,area,-0.85,0.05,0.05,91
0.1,1,line,0.2,data/Exp2/line/line/S0.1m0.2.png,,41,line,0.19,0.01,0.01,92
0.05,1,quad,0.2,data/Exp2/quad/scatter/S0.05m0.2.png,,41,scatter,0.2,0,0,94
0.15,1,quad,0.1,data/Exp2/quad/area/S0.15m0.1.png,,41,area,0.23,-0.13,0.13,95
0.15,1,quad,0.4,data/Exp2/quad/line/S0.15m0.4.png,,41,line,0.4,0,0,96
0.2,-1,line,0.8,data/Exp2/line/line/S0.2m-0.8.png,,41,line,-0.81,0.01,0.01,97
0.05,-1,trig,0.2,data/Exp2/trig/scatter/S0.05m-0.2.png,,41,scatter,-0.25,0.05,0.05,98
0.2,1,trig,0.4,data/Exp2/trig/scatter/S0.2m0.4.png,,41,scatter,0.52,-0.12,0.12,99
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,42,area,-0.17,0.07,0.07,0
0.15,1,quad,0.2,data/Exp2/quad/line/S0.15m0.2.png,,42,line,0.28,-0.08,0.08,1
0.15,-1,trig,0.1,data/Exp2/trig/scatter/S0.15m-0.1.png,,42,scatter,-0.31,0.21,0.21,2
0.15,1,trig,0.4,data/Exp2/trig/area/S0.15m0.4.png,,42,area,0.45,-0.05,0.05,3
0.2,1,trig,0.4,data/Exp2/trig/line/S0.2m0.4.png,,42,line,0.59,-0.19,0.19,4
0.2,-1,trig,0.8,data/Exp2/trig/area/S0.2m-0.8.png,,42,area,-1,0.2,0.2,5
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,42,scatter,0.48,-0.08,0.08,6
0.1,1,line,0.4,data/Exp2/line/line/S0.1m0.4.png,,42,line,0.46,-0.06,0.06,7
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,42,line,-0.09,-0.01,0.01,8
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,42,area,-0.82,0.02,0.02,9
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,42,area,0.77,0.03,0.03,10
0.05,1,trig,0.8,data/Exp2/trig/area/S0.05m0.8.png,,42,area,0.8,0,0,12
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,42,scatter,0.84,-0.04,0.04,11
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,42,scatter,0.46,-0.06,0.06,14
0.05,1,quad,0.2,data/Exp2/quad/scatter/S0.05m0.2.png,,42,scatter,0.21,-0.01,0.01,15
0.1,1,quad,0.1,data/Exp2/quad/line/S0.1m0.1.png,,42,line,0.12,-0.02,0.02,16
0.2,-1,line,0.2,data/Exp2/line/area/S0.2m-0.2.png,,42,area,-0.3,0.1,0.1,18
0.15,-1,line,0.4,data/Exp2/line/line/S0.15m-0.4.png,,42,line,-0.44,0.04,0.04,19
0.15,-1,line,0.2,data/Exp2/line/area/S0.15m-0.2.png,,42,area,-0.17,-0.03,0.03,20
0.1,-1,trig,0.8,data/Exp2/trig/scatter/S0.1m-0.8.png,,42,scatter,-0.85,0.05,0.05,21
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,42,line,-0.38,-0.02,0.02,22
0.2,1,trig,0.8,data/Exp2/trig/scatter/S0.2m0.8.png,,42,scatter,0.95,-0.15,0.15,23
0.05,-1,trig,0.4,data/Exp2/trig/line/S0.05m-0.4.png,,42,line,-0.39,-0.01,0.01,24
0.15,-1,quad,0.8,data/Exp2/quad/line/S0.15m-0.8.png,,42,line,-0.89,0.09,0.09,25
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,42,scatter,-0.32,0.12,0.12,26
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,42,scatter,-0.11,0.01,0.01,27
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,42,scatter,-0.6,0.2,0.2,28
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,42,line,-0.24,0.04,0.04,29
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,42,line,0.78,0.02,0.02,30
0.05,1,quad,0.4,data/Exp2/quad/area/S0.05m0.4.png,,42,area,0.46,-0.06,0.06,31
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,42,area,-0.91,0.11,0.11,32
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,42,area,0.52,-0.12,0.12,33
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,42,area,-0.44,0.04,0.04,34
0.15,-1,trig,0.8,data/Exp2/trig/scatter/S0.15m-0.8.png,,42,scatter,-0.85,0.05,0.05,35
0.1,1,trig,0.2,data/Exp2/trig/area/S0.1m0.2.png,,42,area,0.25,-0.05,0.05,36
0.05,1,quad,0.1,data/Exp2/quad/scatter/S0.05m0.1.png,,42,scatter,0.18,-0.08,0.08,37
0.15,1,line,0.4,data/Exp2/line/line/S0.15m0.4.png,,42,line,0.43,-0.03,0.03,39
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,42,line,0.28,-0.08,0.08,40
0.05,1,line,0.2,data/Exp2/line/line/S0.05m0.2.png,,42,line,0.19,0.01,0.01,41
0.2,1,quad,0.2,data/Exp2/quad/scatter/S0.2m0.2.png,,42,scatter,0.19,0.01,0.01,42
0.05,-1,trig,0.8,data/Exp2/trig/scatter/S0.05m-0.8.png,,42,scatter,-0.79,-0.01,0.01,43
0.05,1,quad,0.2,data/Exp2/quad/area/S0.05m0.2.png,,42,area,0.22,-0.02,0.02,44
0.15,1,quad,0.4,data/Exp2/quad/scatter/S0.15m0.4.png,,42,scatter,0.41,-0.01,0.01,45
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,42,area,-0.51,0.11,0.11,46
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,42,area,-0.24,0.04,0.04,47
0.2,1,line,0.2,data/Exp2/line/line/S0.2m0.2.png,,42,line,0.2,0,0,48
0.2,1,line,0.1,data/Exp2/line/line/S0.2m0.1.png,,42,line,0.01,0.09,0.09,49
0.15,1,trig,0.8,data/Exp2/trig/area/S0.15m0.8.png,,42,area,0.79,0.01,0.01,50
0.05,-1,quad,0.1,data/Exp2/quad/line/S0.05m-0.1.png,,42,line,-0.15,0.05,0.05,51
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,42,area,-0.85,0.05,0.05,52
0.2,-1,line,0.8,data/Exp2/line/line/S0.2m-0.8.png,,42,line,-1,0.2,0.2,53
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,42,scatter,0.25,-0.05,0.05,54
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,42,area,0.39,0.01,0.01,56
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,42,line,-0.26,0.06,0.06,55
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,42,scatter,-0.44,0.04,0.04,57
0.1,1,line,0.1,data/Exp2/line/scatter/S0.1m0.1.png,,42,scatter,0.12,-0.02,0.02,58
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,42,line,0.86,-0.06,0.06,59
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,42,line,0.77,0.03,0.03,60
0.05,1,line,0.1,data/Exp2/line/line/S0.05m0.1.png,,42,line,0.09,0.01,0.01,61
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,42,line,0.39,0.01,0.01,62
0.05,-1,trig,0.1,data/Exp2/trig/scatter/S0.05m-0.1.png,,42,scatter,-0.15,0.05,0.05,63
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,42,scatter,-0.33,0.13,0.13,64
0.2,-1,line,0.1,data/Exp2/line/line/S0.2m-0.1.png,,42,line,-0.22,0.12,0.12,65
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,42,line,-0.52,0.12,0.12,66
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,42,scatter,0.41,-0.01,0.01,67
0.2,-1,trig,0.1,data/Exp2/trig/area/S0.2m-0.1.png,,42,area,-0.23,0.13,0.13,68
0.15,-1,line,0.2,data/Exp2/line/line/S0.15m-0.2.png,,42,line,-0.24,0.04,0.04,69
0.2,1,line,0.1,data/Exp2/line/scatter/S0.2m0.1.png,,42,scatter,0.3,-0.2,0.2,70
0.1,1,line,0.2,data/Exp2/line/scatter/S0.1m0.2.png,,42,scatter,0.23,-0.03,0.03,71
0.15,-1,quad,0.1,data/Exp2/quad/line/S0.15m-0.1.png,,42,line,-0.2,0.1,0.1,72
0.05,1,line,0.8,data/Exp2/line/scatter/S0.05m0.8.png,,42,scatter,0.83,-0.03,0.03,73
0.15,1,trig,0.2,data/Exp2/trig/area/S0.15m0.2.png,,42,area,0.28,-0.08,0.08,74
0.2,-1,trig,0.8,data/Exp2/trig/scatter/S0.2m-0.8.png,,42,scatter,-1,0.2,0.2,76
0.15,1,quad,0.1,data/Exp2/quad/scatter/S0.15m0.1.png,,42,scatter,0.08,0.02,0.02,77
0.2,1,trig,0.2,data/Exp2/trig/area/S0.2m0.2.png,,42,area,0.22,-0.02,0.02,78
0.1,-1,line,0.8,data/Exp2/line/line/S0.1m-0.8.png,,42,line,-0.85,0.05,0.05,79
0.1,-1,line,0.1,data/Exp2/line/area/S0.1m-0.1.png,,42,area,-0.11,0.01,0.01,80
0.15,-1,quad,0.4,data/Exp2/quad/scatter/S0.15m-0.4.png,,42,scatter,-0.61,0.21,0.21,81
0.1,-1,trig,0.4,data/Exp2/trig/area/S0.1m-0.4.png,,42,area,-0.54,0.14,0.14,82
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,42,line,0.7,0.1,0.1,84
0.2,1,line,0.8,data/Exp2/line/area/S0.2m0.8.png,,42,area,0.86,-0.06,0.06,85
0.1,1,quad,0.1,data/Exp2/quad/area/S0.1m0.1.png,,42,area,-0.02,0.12,0.12,86
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,42,area,0.01,0.09,0.09,87
0.2,-1,quad,0.2,data/Exp2/quad/scatter/S0.2m-0.2.png,,42,scatter,-0.5,0.3,0.3,88
0.05,-1,quad,0.8,data/Exp2/quad/line/S0.05m-0.8.png,,42,line,-0.78,-0.02,0.02,89
0.05,-1,trig,0.2,data/Exp2/trig/scatter/S0.05m-0.2.png,,42,scatter,-0.25,0.05,0.05,90
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,42,line,0.19,-0.09,0.09,91
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,42,area,-0.24,0.04,0.04,92
0.05,-1,quad,0.4,data/Exp2/quad/scatter/S0.05m-0.4.png,,42,scatter,-0.42,0.02,0.02,93
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,42,area,0.19,-0.09,0.09,94
0.15,1,quad,0.8,data/Exp2/quad/scatter/S0.15m0.8.png,,42,scatter,0.95,-0.15,0.15,95
0.05,-1,line,0.1,data/Exp2/line/area/S0.05m-0.1.png,,42,area,-0.11,0.01,0.01,96
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,42,area,0.17,-0.07,0.07,97
0.2,-1,trig,0.4,data/Exp2/trig/area/S0.2m-0.4.png,,42,area,-0.46,0.06,0.06,99
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,42,scatter,-0.24,0.14,0.14,98
0.1,-1,line,0.8,data/Exp2/line/area/S0.1m-0.8.png,,43,area,-0.82,0.02,0.02,0
0.2,-1,trig,0.4,data/Exp2/trig/area/S0.2m-0.4.png,,43,area,-0.45,0.05,0.05,1
0.05,1,quad,0.8,data/Exp2/quad/area/S0.05m0.8.png,,43,area,0.87,-0.07,0.07,2
0.15,1,trig,0.4,data/Exp2/trig/line/S0.15m0.4.png,,43,line,0.43,-0.03,0.03,3
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,43,scatter,-0.56,0.16,0.16,5
0.2,1,line,0.2,data/Exp2/line/line/S0.2m0.2.png,,43,line,0.19,0.01,0.01,6
0.2,1,line,0.8,data/Exp2/line/line/S0.2m0.8.png,,43,line,0.84,-0.04,0.04,7
0.1,-1,quad,0.2,data/Exp2/quad/area/S0.1m-0.2.png,,43,area,-0.16,-0.04,0.04,8
0.2,-1,trig,0.4,data/Exp2/trig/line/S0.2m-0.4.png,,43,line,-0.6,0.2,0.2,9
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,43,area,0.39,-0.19,0.19,10
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,43,line,-0.45,0.05,0.05,11
0.1,-1,line,0.8,data/Exp2/line/line/S0.1m-0.8.png,,43,line,-0.8,0,0,12
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,43,area,-0.11,0.01,0.01,13
0.15,-1,line,0.2,data/Exp2/line/line/S0.15m-0.2.png,,43,line,-0.28,0.08,0.08,14
0.15,1,trig,0.8,data/Exp2/trig/scatter/S0.15m0.8.png,,43,scatter,0.67,0.13,0.13,15
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,43,scatter,-0.78,-0.02,0.02,16
0.1,-1,trig,0.2,data/Exp2/trig/scatter/S0.1m-0.2.png,,43,scatter,-0.19,-0.01,0.01,17
0.05,-1,trig,0.4,data/Exp2/trig/area/S0.05m-0.4.png,,43,area,-0.43,0.03,0.03,18
0.2,-1,line,0.1,data/Exp2/line/line/S0.2m-0.1.png,,43,line,-0.03,-0.07,0.07,19
0.05,-1,quad,0.8,data/Exp2/quad/line/S0.05m-0.8.png,,43,line,-0.82,0.02,0.02,20
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,43,scatter,-0.41,0.01,0.01,21
0.1,1,line,0.1,data/Exp2/line/line/S0.1m0.1.png,,43,line,0.01,0.09,0.09,23
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,43,scatter,0.28,-0.08,0.08,24
0.05,1,line,0.4,data/Exp2/line/area/S0.05m0.4.png,,43,area,0.39,0.01,0.01,25
0.2,1,trig,0.8,data/Exp2/trig/area/S0.2m0.8.png,,43,area,0.82,-0.02,0.02,26
0.2,-1,trig,0.2,data/Exp2/trig/scatter/S0.2m-0.2.png,,43,scatter,-0.34,0.14,0.14,27
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,43,area,0.49,-0.09,0.09,28
0.15,1,line,0.2,data/Exp2/line/line/S0.15m0.2.png,,43,line,0.16,0.04,0.04,29
0.15,-1,line,0.1,data/Exp2/line/area/S0.15m-0.1.png,,43,area,-0.06,-0.04,0.04,30
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,43,line,0.45,-0.05,0.05,31
0.15,1,trig,0.4,data/Exp2/trig/scatter/S0.15m0.4.png,,43,scatter,0.54,-0.14,0.14,33
0.15,-1,trig,0.8,data/Exp2/trig/scatter/S0.15m-0.8.png,,43,scatter,-0.87,0.07,0.07,34
0.05,1,trig,0.1,data/Exp2/trig/scatter/S0.05m0.1.png,,43,scatter,0.12,-0.02,0.02,35
0.2,1,quad,0.2,data/Exp2/quad/scatter/S0.2m0.2.png,,43,scatter,0.13,0.07,0.07,36
0.15,1,quad,0.1,data/Exp2/quad/area/S0.15m0.1.png,,43,area,-0.02,0.12,0.12,37
0.15,1,line,0.8,data/Exp2/line/line/S0.15m0.8.png,,43,line,0.74,0.06,0.06,38
0.05,-1,quad,0.4,data/Exp2/quad/scatter/S0.05m-0.4.png,,43,scatter,-0.43,0.03,0.03,39
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,43,area,-0.7,-0.1,0.1,40
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,43,area,0.23,-0.03,0.03,41
0.2,-1,trig,0.8,data/Exp2/trig/scatter/S0.2m-0.8.png,,43,scatter,-0.86,0.06,0.06,42
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,43,scatter,0.5,-0.1,0.1,43
0.2,-1,quad,0.8,data/Exp2/quad/line/S0.2m-0.8.png,,43,line,-0.83,0.03,0.03,44
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,43,scatter,-0.66,0.26,0.26,45
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,43,scatter,0.16,0.04,0.04,46
0.2,1,trig,0.4,data/Exp2/trig/line/S0.2m0.4.png,,43,line,0.44,-0.04,0.04,47
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,43,area,-0.27,0.07,0.07,48
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,43,line,0.16,-0.06,0.06,49
0.1,1,trig,0.8,data/Exp2/trig/area/S0.1m0.8.png,,43,area,0.8,0,0,50
0.05,1,line,0.1,data/Exp2/line/line/S0.05m0.1.png,,43,line,0.13,-0.03,0.03,51
0.1,1,trig,0.8,data/Exp2/trig/line/S0.1m0.8.png,,43,line,0.81,-0.01,0.01,52
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,43,line,-0.12,0.02,0.02,53
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,43,line,0.76,0.04,0.04,54
0.1,-1,trig,0.4,data/Exp2/trig/area/S0.1m-0.4.png,,43,area,-0.47,0.07,0.07,56
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,43,scatter,0.82,-0.02,0.02,55
0.1,-1,trig,0.1,data/Exp2/trig/area/S0.1m-0.1.png,,43,area,-0.12,0.02,0.02,57
0.15,-1,quad,0.1,data/Exp2/quad/scatter/S0.15m-0.1.png,,43,scatter,-0.22,0.12,0.12,58
0.15,1,trig,0.1,data/Exp2/trig/scatter/S0.15m0.1.png,,43,scatter,-0.01,0.11,0.11,59
0.15,-1,quad,0.4,data/Exp2/quad/area/S0.15m-0.4.png,,43,area,-0.49,0.09,0.09,60
0.2,1,quad,0.4,data/Exp2/quad/area/S0.2m0.4.png,,43,area,0.66,-0.26,0.26,61
